chunk,article,law
"Krivični zakonik | Ratni zločin protiv civilnog stano vništva | Kaznom iz stava 1. ovog člana kazniće se i ko, kršeći pravila međunarodnog prava za v reme rata, oružanog sukoba ili okupacije, naredi: da se izvrši napad na objekte posebno zaštićene međunarodnim pravom i objekte i postrojenja sa opasnom snagom kao što su brane, nasipi i nuklearne elektrane; da se gađaju civilni objekti koji su pod posebno m zaštitom međunarodnog prava, nebranjena mesta i demilitarizovane zone; dugotrajno i velikih razmera oštećenje životne sredine koje može da šteti zdravlju ili opstanku stanovništva ili ko izvrši neko od navedenih dela. ",Član 372  ,Krivični zakonik
"Krivični zakonik | Ratni zločin protiv civilnog stano vništva | Ko za vreme rata, oružanog suko ba ili okupacije naredi da se prema civilnom stanovništvu vrše ubistva ili ko takvo delo izvrši, kazniće se zatvorom najmanje deset godina ili doživotnim zatvorom. ",Član 372  ,Krivični zakonik
"Krivični zakonik | Ratni zločin protiv civilnog stano vništva | Ko, kršeći pravila međunarodnog prava za vreme rata, oružanog sukoba ili okupacije, kao okupator, naredi ili izvrši preseljenje delova svog civilnog stanovništva na okupiranu teritoriju, kazniće se zatvorom najmanje pet godina. ",Član 372  ,Krivični zakonik
"Krivični zakonik | Ratni zločin protiv civilnog stano vništva | Ko preti izvršenjem jednog ili više dela iz st. 1. i 2. ovog člana, kazniće se zatvorom od šest meseci do pet godina. ",Član 372  ,Krivični zakonik
"Krivični zakonik | Ratni zločin protiv ranjenika i bolesnika | (1) Ko, kršeći pravila međunarodnog prava za vreme rata ili oružanog sukoba, naredi da se prema ranjenicima, bolesnicima, brodolomnicima ili sanitetskom ili verskom osoblju vrše telesne povrede, mučenja, nečovečna postupanja, biološki, medicinski ili drugi naučni eksperimenti, uzimanje tkiva ili organa radi transplantacije ili druge radnje kojima se narušava zdravlje ili nanose velike patnje ili naredi protivzakonito uništavanje ili prisvajanje u velikim razmerama materijala, sredstava sanitetskog transporta i zaliha sanitetskih ustanova ili jedinica koje nije opravdano vojnim potrebama ili ko izvrši neko od navedenih dela, kazniće se zatvorom najmanje pet godina. (2) Ko za vreme rata, oružanog s ukoba ili okupacije naredi da se prema ranjenicima i bolesnicima vrše ubistva ili ko takvo delo izvrši, kazniće se zatvorom najmanje deset godina ili doživotnim zatvorom. ",Član 373  ,Krivični zakonik
"Krivični zakonik | Ratni zločin protiv ratnih zarobljenika | (1) Ko, kršeći pravila međunarodn og prava, naredi da se prema ratnim zarobljenicima vrše telesne povrede, mučenja, nečovečna postupanja, biološki, medicinski ili drugi naučni eksperimenti, uzimanje tkiva ili organa radi transplantacije ili da se vrše druge radnje kojima se narušava zdravl je ili nanose velike patnje ili naredi prisiljavanje na vršenje službe u oružanim snagama neprijatelja ili lišavanje prava na pravilno i nepristrasno suđenje ili ko izvrši neko od navedenih dela, kazniće se zatvorom najmanje pet godina. (2) Ko naredi da s e prema ratnim zarobljenicima vrše ubistva ili ko takvo delo izvrši, kazniće se zatvorom najmanje deset godina ili doživotnim zatvorom",Član 374  ,Krivični zakonik
"Krivični zakonik | Organizovanje i podsticanje na izvršenje genocida i ratnih zločina | Ko se sa drugim dogovori da izvrši ne ko od krivičnih dela iz čl. 370. do 374. ovog zakonika, kazniće se zatvorom od tri meseca do tri godine. ",Član 375  ,Krivični zakonik
"Krivični zakonik | Organizovanje i podsticanje na izvršenje genocida i ratnih zločina | Ko organizuje grupu radi vršenja krivičnih dela iz stava 1. ovog člana, kazniće se zatvorom od pet do petnaest godina. ",Član 375  ,Krivični zakonik
"Krivični zakonik | Organizovanje i podsticanje na izvršenje genocida i ratnih zločina | Ko organizuje organizo vanu kriminalnu grupu radi vršenja krivičnih dela iz stava 1. ovog člana, kazniće se zatvorom od najmanje pet godina. ",Član 375  ,Krivični zakonik
"Krivični zakonik | Organizovanje i podsticanje na izvršenje genocida i ratnih zločina | Ko postane pripadnik grupe iz stava 2. ovog člana, kazniće se zatvorom od jedne do osam godina. ",Član 375  ,Krivični zakonik
"Krivični zakonik | Organizovanje i podsticanje na izvršenje genocida i ratnih zločina | Ko postane pripadnik organizovan e kriminalne grupe iz stava 3. ovog člana, kazniće se zatvorom od dve do deset godina. ",Član 375  ,Krivični zakonik
"Krivični zakonik | Organizovanje i podsticanje na izvršenje genocida i ratnih zločina | Učiniocu dela iz st. 1, 4. i 5. ovog člana koji otkrije dogovor, grupu ili organizovanu kriminalnu grupu pre nego što je u njenom sastavu ili za nju učinio krivično delo, odnosno učiniocu dela iz st. 2. i 3. ovog člana koji spreči izvršenje krivičnih dela iz stava 1. ovog člana, kazna se može ublažiti. ",Član 375  ,Krivični zakonik
"Krivični zakonik | Organizovanje i podsticanje na izvršenje genocida i ratnih zločina | Ko poziva ili podstiče na izvršenje krivičnih dela iz čl. 370. do 374. ovog zakonika, kazniće se zatvorom od je dne do deset godina. ",Član 375  ,Krivični zakonik
"Krivični zakonik | Upotreba nedozvoljenih sredstava borbe | (1) Ko za vreme rata ili oružanog sukoba naredi da se upotrebe borbena sredstva ili način borbe koji su zabranjeni pravilima međunarodnog prava ili ih sam upotrebi, kazniće se zatvorom od dve do deset godina. (2) Ako je usled dela iz stava 1. ovog člana p oginulo više lica, učinilac će se kazniti zatvorom najmanje pet godina ili doživotnim zatvorom. (3) Ko poziva na upotrebu ili priprema upotrebu oružja iz stava 1. ovog člana, kazniće se zatvorom od šest meseci do pet godina. ",Član 376  ,Krivični zakonik
"Krivični zakonik | Nedozvoljena proizvodnja, pro met i držanje oružja čija je upotreba zabranjena | (1) Ko protivno zakonu, drugim propisima ili pravilima međunarodnog prava proizvodi, kupuje, prodaje, uvozi, izvozi ili na drugi način nabavlja ili daje drugom, drži ili prevozi oružje čija je pro izvodnja ili upotreba zabranjena ili sredstava za njegovu proizvodnju, kazniće se zatvorom od jedne do osam godina. (2) Službeno ili odgovorno lice koje naredi ili omogući da pravno lice vrši delatnosti predviđene u stavu 1. ovog člana, kazniće se zatvoro m od dve do deset godina. ",Član 377  ,Krivični zakonik
"Krivični zakonik | Protivpravno ubijanje i ranjavanje neprijatelja | (1) Ko, kršeći pravila međunarodnog prava za vreme rata ili oružanog sukoba, ubije ili rani neprijatelja koji je odložio oruž je ili se bezuslovno predao ili nema sredstav a za odbranu, kazniće se zatvorom od jedne do petnaest godina. (2) Ako je ubistvo iz stava 1. ovog člana izvršeno na podmukao način ili iz niskih pobuda, učinilac će se kazniti zatvorom najmanje deset godina. (3) Ako je ubistvo iz stava 1. ovog člana izv ršeno na svirep način ili iz koristoljublja ili ako je ubijeno više lica, učinilac će se kazniti zatvorom najmanje deset godina ili doživotnim zatvorom. (4) Kaznom iz stava 3. ovog člana kazniće se i ko kršeći pravila međunarodnog prava za vreme rata ili oružanog sukoba naredi da u borbi ne sme biti preživelih pripadnika neprijatelja ili vodi borbu protiv neprijatelja na toj osnovi. ",Član 378  ,Krivični zakonik
"Krivični zakonik | Protivpravno oduzimanje stvari od ubijenih | (1) Ko naredi da se protivpravno oduzimaju stvari od ubijenih ili ranj enih na bojištu ili ko vrši takvo oduzimanje, kazniće se zatvorom od jedne do pet godina. (2) Ako je delo iz stava 1. ovog člana učinjeno na svirep način ili ako vrednost oduzetih stvari prelazi iznos od četristoped eset hiljada dinara, učinilac će se kazn iti zatvorom od jedne do osam godina. (3) Ako vrednost stvari iz stava 1. ovog člana prelazi iznos od milion dinara, učinilac će se kazniti zatvorom od dve do deset godina. ",Član 379,Krivični zakonik
"Krivični zakonik | Povreda parlamentara | Ko kršeći pravila međunarodnog prava za vreme rat a ili oružanog sukoba vređa, zlostavlja ili zadrži parlamentara ili njegovu pratnju ili im spreči povratak ili na drugi način povredi njihovu neprikosnovenost ili naredi da se takva dela vrše, kazniće se zatvorom od šest meseci do pet godina. ",Član 380  ,Krivični zakonik
"Krivični zakonik | Surovo postu panje s ranjenicima, bolesnicima i ratnim zarobljenicima | Ko, kršeći pravila međunarodnog prava, surovo postupa s ranjenicima, bolesnicima ili ratnim zarobljenicima ili onemogućava ili sprečava da koriste prava koja im po tim pravilima pripadaju ili naredi da se takva dela vrše, kazniće se zatvorom od šest meseci do pet godina. ",Član 381  ,Krivični zakonik
"Krivični zakonik | Neopravdano odlaganje repatrijacije ratnih zarobljenika | Ko, kršeći pravila međunarodnog prava, posle završenog rata ili oružanog sukoba, neopravdano odlaže repatrijaciju ratnih zarobljenika ili civilnih lica ili naredi takvo odlaganje, kazniće se zatvorom od šest meseci do pet godina. ",Član 382  ,Krivični zakonik
"Krivični zakonik | Uništavanje kulturnih dob ara | (1) Ko, kršeći pravila međunarodnog prava za vreme rata ili oružanog sukoba, uništava kulturne ili istorijske spomenike ili druga kulturna dobra ili verske objekte ili ustanove ili objekte koji su namenjeni nauci, umetnosti, vaspitanju ili h umanitarnim ciljevima ili naredi da se takva dela vrše, kazniće se zatvorom od tri do petnaest godina. (2) Ako je radnjom iz stava 1. ovog člana uništen objekat koji je kao kulturno dobro pod posebnom zaštitom međunarodnog prava, učinilac će se kazniti za tvorom od pet do petnaest godina. ",Član 383  ,Krivični zakonik
"Krivični zakonik | Nesprečavanje vršenja krivičnih dela protiv čovečnosti i drugih dobara zaštićenih međunarodnim pravom | Vojni zapovednik ili lice koje faktički vrši ovu funkciju, koje znajući da snage kojima komanduje ili ko je kontroliše pripremaju ili su započele vršenje krivičnog dela iz čl. 370. do 374, člana 376, čl. 378. do 381. i člana 383. ovog zakonika ne preduzme mere koje je mogao i bio dužan da preduzme za sprečavanje izvršenja dela, pa usled toga dođe do izvršenja tog dela, kazniće se kaznom propisanom za to krivično delo. ",Član 384  ,Krivični zakonik
"Krivični zakonik | Nesprečavanje vršenja krivičnih dela protiv čovečnosti i drugih dobara zaštićenih međunarodnim pravom | Drugi pretpostavljeni koji, znajući da lica koja su mu potčinjena, pripremaju ili su započela vršenje krivičnih dela iz č l. 370. do 374, člana 376, čl. 378. do 381. i člana 383. ovog zakonik a, u vršenju poslova u kojima im je on pretpostavljeni, ne preduzme mere koje je mogao i bio dužan da preduzme za sprečavanje izvršenja dela, pa usled toga dođe do izvršenja tog dela, kazniće se kaznom propisanom za to krivično delo. ",Član 384  ,Krivični zakonik
"Krivični zakonik | Nesprečavanje vršenja krivičnih dela protiv čovečnosti i drugih dobara zaštićenih međunarodnim pravom | Ako je delo iz st . 1. i 2. ovog člana učinjeno iz nehata, učinilac će se kazniti zatvorom od šest meseci do pet godina. ",Član 384  ,Krivični zakonik
"Krivični zakonik | Kršenje sankcija uvedenih od strane međunarodnih organizacija | (1) Ko suprotno odlukama međunarodnih organizacija kojih je Srbija član i koje su obavezujuće za Srbiju, njene državljane i pravna lica registrovana na njenoj teritoriji, a kojima su uvedene određene zabrane u pogledu privrednog poslovanja sa pojedinim državama ili teritorijama, uvozi, izvozi, prevozi ili posreduje u prevozu dobara, pruža tehničku podršku, vrši transfer tehnologije i znanja ili na drugi način postupa suprotno uspostavljenim zabranama, kazniće se zatvorom od tri meseca do tri godine i novčanom kaznom. (2) Ukoliko je izvršenjem dela iz stava 1. ovog člana nastala mate rijalna šteta za Srbiju ili su nastale štetne posledice po ugled i interese Srbije, učinilac će se kazniti zatvorom od jedne do osam godina i novčanom kaznom. ",Član 384a  ,Krivični zakonik
"Krivični zakonik | Zloupotreba međunarodnih znakova | (1) Ko zloupotrebi ili neovlašćeno nosi zastavu ili znak Organizacije ujedinjenih nacija ili zastavu ili znak Crvenog krsta ili znake koji njima odgovaraju ili druge međunarodno priznate znake kojima se obeležavaju određeni objekti radi zaštite od vojnih operacija ili naredi da se takva dela vrše, kazniće se zatvorom do tri godine. (2) Ko delo iz stava 1. ovog člana učini u zoni ratnih operacija, kazniće se zatvorom od šest meseci do pet godina. ",Član 385  ,Krivični zakonik
"Krivični zakonik | Agresivan rat | (1) Ko poziva ili podstiče na agresivan rat, kazniće se zatvorom od dve do dvanaest g odina. (2) Ko naredi vođenje agresivnog rata, kazniće se zatvorom najmanje deset godina ili doživotnim zatvorom. ",Član 386  ,Krivični zakonik
"Krivični zakonik | Učestvovanje u ratu ili oružanom sukobu u stranoj državi | (1) Državljanin Srbije koji učestvuje u ratu ili oružanom sukobu u stra noj državi, kao pripadnik vojnih ili paravojnih formacija strana u sukobu, a nije državljanin te strane države, kao ni pripadnik zvanične misije međunarodne organizacije čiji je Srbij a član, kazniće se zatvorom od šest meseci do pet godina. (2) Ako je de lo iz stava 1. ovog člana učinjeno u sastavu grupe, učinilac će se kazniti zatvorom od jedne do osam godina. ",Član 386a  ,Krivični zakonik
"Krivični zakonik | Organizovanje učestvovanja u ratu ili oružanom sukobu u stranoj državi | (1) Ko u nameri izvršenja krivičnog dela iz člana 386a ovog zakonika na teritoriji Srbije vrbuje ili podstiče drugo lice na izvršenje tog dela, organizuje grupu ili vrši obuku drugog lica ili grupe za izvršenje tog dela, opremi ili stavi na raspolag anje opremu radi izvršenja tog dela ili daje ili prikuplja sredstva za izvršenje tog dela, kazniće se zatvorom od dve do deset godina. (2) Za delo iz stava 1. ovog člana učinilac će se kazniti kaznom propisanom za to delo i kada lica koja organizuje nisu državl jani Srbije. ",Član 386b  ,Krivični zakonik
"Krivični zakonik | Rasna i druga diskriminacija | Ko na osnovu razlike u rasi, boji kože, verskoj pripadnosti, nacionalnosti, etničkom poreklu ili nekom drugom ličnom svojstvu krši osnovna ljudska prava i slobode zajamčena opšteprihvaćenim pravilim a međunarodnog prava i ratifikovanim međunarodnim ugovorima od strane Srbije, kazniće se zatvorom od šest meseci do pet godina. ",Član 387  ,Krivični zakonik
Krivični zakonik | Rasna i druga diskriminacija | Kaznom iz stava 1. ovog člana kazniće se ko vrši proganjanje organizacija ili pojedinaca zbog njihovog zalaganja za ravnopr avnost ljudi. ,Član 387  ,Krivični zakonik
"Krivični zakonik | Rasna i druga diskriminacija | Ko širi ideje o superiornosti jedne rase nad drugom ili propagira rasnu mržnju ili podstiče na rasnu diskriminaciju, kazniće se zatvorom od tri meseca do tri godine. ",Član 387  ,Krivični zakonik
"Krivični zakonik | Rasna i druga diskriminacija | Ko širi ili na drugi način učini javno dostupnim tekstove, slike i li svako drugo predstavljanje ideja ili teorija koje zagovaraju ili podstrekavaju mržnju, diskriminaciju ili nasilje, protiv bilo kojeg lica ili grupe lica, zasnovanih na rasi, boji kože, v erskoj pripadnosti, nacionalnosti, etničkom poreklu ili nekom drugo m ličnom svojstvu, kazniće se zatvorom od tri meseca do tri godine. ",Član 387  ,Krivični zakonik
"Krivični zakonik | Rasna i druga diskriminacija | Ko javno odobrava, negira postojanje ili značajno umanjuje težinu genocida, zločina protiv čovečnosti i ratnih zločina učinjenih protiv grupe lica ili člana grupe koja je određena na osnovu rase, boje kože, vere, porekla, državne, nacionalne ili etničke pripadnosti, na način koji može dovesti do nasilja ili izazivanja mržnje prema takvoj grupi lica ili članu te grupe, ukoliko su ta krivična dela utvrđena pravnosnažnom presudom suda u S rbiji ili Međunarodnog krivičnog suda, kazniće se zatvorom od šest meseci do pet godina. ",Član 387  ,Krivični zakonik
"Krivični zakonik | Rasna i druga diskriminacija | Ko javno preti da će, protiv lica ili grupe lice zbog pripadnosti određenoj rasi, boji kože, veri, nacionalnosti, etničko m poreklu ili zbog nekog drugog ličnog sv ojstva, izvršiti krivično delo za koje je zaprećena kazna zatvora veća od četiri godine zatvora, kazniće se zatvorom od tri meseca do tri godine. ",Član 387  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ko silom ili pretnjom, dovođenjem u zabludu ili održavanjem u zabludi, zloupo trebom ovlašćenja, poverenja, odnosa zavisnosti, teških prilika drugog, zadržavanjem ličnih isprava ili davanjem ili primanjem novca ili druge koristi, vrbuje, pr evozi, prebacuje, predaje, prodaje, kupuje, posreduje u prodaji, sakriva ili drži drugo lice, a u cilju eksploatacije njegovog rada, prinudnog rada, vršenja krivičnih dela, prostitucije ili druge vrste seksualne eksploatacije, prosjačenja, upotrebe u pornografske svrhe, uspostavljanja ropskog ili njemu sličnog odnosa, radi oduzimanja organa ili del a tela ili radi korišćenja u oružanim sukobima, kazniće se zatvorom od tri do dvanaest godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Za delo iz stava 1. ovog člana učinjeno prema maloletnom licu učinilac će se kazniti kaznom propisanom za to delo i kad nije upotrebio silu, pretnju ili nek i drugi od navedenih načina izvršenja. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ako je delo iz stava 1. ovog člana učinjeno prema maloletnom licu, učinilac će se kazniti zatvorom najmanje pet godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ako je usled dela iz st. 1. i 2. ovog člana nastupila teška telesna povreda nekog lica, učinilac će se kazniti zatvorom od pet do petnaest godina, a ako je nastupila teška telesna povreda maloletnog lica usled dela iz stava 3. ovog člana, učinilac će se kazniti zatvorom najmanje pet godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ako je usled dela iz st. 1. i 3. ovog člana na stupila smrt jednog ili više lica, učinilac će se kazniti zatvorom najmanje deset godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ko se bavi vršenjem krivičnog dela iz st. 1. do 3. ovog člana ili je delo izvršeno od strane grupe, kazniće se zatvorom najmanje pet godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ako je delo iz st. 1. do 3. ovog člana izvršeno od strane organizovane kriminalne grupe, učinilac će se kazniti zatvorom najmanje deset godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ko zna ili je mogao znati da je lice žrtva trgovine ljudima, pa iskoristi njen položaj ili drugome omogući iskorišćavanje njenog položaja radi eksploatacije predviđene stavom 1. ovog člana, kazniće se zatvorom od šest meseci do pet godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Ako je delo iz stava 8. ovog člana učinjeno prema licu za koje je učinilac znao ili je mogao znati da je maloletno, učinilac će se ka zniti kaznom zatvora od jedne do osam godina. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina ljudima | Pristanak lica na eksploataciju ili na uspostavljanje ropskog ili njemu sličnog odnosa iz stava 1. ovog člana ne utiče n a postojanje krivičnog dela iz st. 1, 2. i 6. ovog člana. ",Član 388  ,Krivični zakonik
"Krivični zakonik | Trgovina maloletnim licim a radi usvojenja | (1) Ko oduzme lice koje nije navršilo šesnaest godina radi njegovog usvojenja protivno važećim propisima ili ko usvoji takvo lice ili posreduje u takvom usvojenju ili ko u tom cilju kupi, proda ili preda drugo lice koje nije nav ršilo šesnaest godina ili ga prevozi, obezbeđuje mu smeštaj ili ga prikriva, kazniće se zatvorom od jedne do pet godina. (2) Ko se bavi vršenjem delatnosti iz stava 1. ovog člana ili je delo izvršeno od strane grupe, kazniće se zatvorom najmanje tri godin e. (3) Ako je delo iz stava 1. ovog člana izvršeno od strane organizovane kriminalne grupe, učinilac će se kazniti zatvorom najmanje pet godina. ",Član 389  ,Krivični zakonik
"Krivični zakonik | Zasnivanje ropskog odnosa i prevoz lica u ropskom odnosu | (1) Ko, kršeći pravila međunarodnog prava, stavi drugog u ropski ili njemu sličan odnos ili ga drži u takvom odnosu, kupi, proda, preda drugom licu ili posreduje u kupovini, prodaji ili predaji ovakvog lica ili podstiče drugog da proda svoju slobod u ili slobodu lica koje izdržava ili o kojem se stara, kazniće se zatvorom od jedne do deset godina. (2) Ko prevozi lica koja se nalaze u ropskom ili njemu sličnom odnosu iz jedne zemlje u drugu, kazniće se zatvorom od šest meseci do pet godina. (3) Ko delo iz s t. 1. i 2. ovog člana učini prema maloletnom licu, kazniće se zatvorom od pet do petnaest godina",Član 390  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko u nameri da ozbiljno zastraši stanovništvo, ili da prinudi Srbiju, stranu državu ili međunarodnu organizacij u da nešto učini ili ne učini, ili da ozbiljno ugrozi ili povredi osnovne ustavne, političke, ekonomske ili društvene strukture Srbije, strane države ili međunarodne organizacije 1) napadne na život, telo ili slobodu drugog lica",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko u nameri da ozbiljno zastraši stanovništvo, ili da prinudi Srbiju, stranu državu ili međunarodnu organizacij u da nešto učini ili ne učini, ili da ozbiljno ugrozi ili povredi osnovne ustavne, političke, ekonomske ili društvene strukture Srbije, strane države ili međunarodne organizacije 2) izvrši otmicu ili uz imanje talaca",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko u nameri da ozbiljno zastraši stanovništvo, ili da prinudi Srbiju, stranu državu ili međunarodnu organizacij u da nešto učini ili ne učini, ili da ozbiljno ugrozi ili povredi osnovne ustavne, političke, ekonomske ili društvene strukture Srbije, strane države ili međunarodne organizacije 3) uništi državni ili javni objekat, saobraćajni sistem, infrastrukturu uključujući i informacione sisteme, nepokretnu platformu u epikontinentalnom pojasu, opšte dobro ili privatnu imovinu na način koji može da ugrozi živote ljudi ili da p rouzrokuje znatnu štetu za privredu",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko u nameri da ozbiljno zastraši stanovništvo, ili da prinudi Srbiju, stranu državu ili međunarodnu organizacij u da nešto učini ili ne učini, ili da ozbiljno ugrozi ili povredi osnovne ustavne, političke, ekonomske ili društvene strukture Srbije, strane države ili međunarodne organizacije 4) izvrši otmicu vazduhoplova, broda ili drugih sredstava javnog prevoza ili prevoza robe",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko u nameri da ozbiljno zastraši stanovništvo, ili da prinudi Srbiju, stranu državu ili međunarodnu organizacij u da nešto učini ili ne učini, ili da ozbiljno ugrozi ili povredi osnovne ustavne, političke, ekonomske ili društvene strukture Srbije, strane države ili međunarodne organizacije 5) proizvodi, poseduje, nabavlja, prevozi, snabdeva ili upotrebljava nuklearno, biološko, hemijsko ili drugo oružje, eksploziv , nuklearni ili radioaktivni materijal ili uređaj, uključujući i istraživanje i razvoj nuklearnog, biološkog ili hemijskog oružja",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko u nameri da ozbiljno zastraši stanovništvo, ili da prinudi Srbiju, stranu državu ili međunarodnu organizacij u da nešto učini ili ne učini, ili da ozbiljno ugrozi ili povredi osnovne ustavne, političke, ekonomske ili društvene strukture Srbije, strane države ili međunarodne organizacije 6) ispusti opasne materije ili prouzrokuje požar, eksploziju ili poplavu ili preduzima druge opšteopasne radnje koje mogu da ugroze život ljudi",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko u nameri da ozbiljno zastraši stanovništvo, ili da prinudi Srbiju, stranu državu ili međunarodnu organizacij u da nešto učini ili ne učini, ili da ozbiljno ugrozi ili povredi osnovne ustavne, političke, ekonomske ili društvene strukture Srbije, strane države ili međunarodne organizacije 7) ometa ili obustavi snabdevanje vodom, električnom energijom ili drugim osnovnim prirodnim resursom koje može da ugrozi život ljudi, kazniće se zatvorom od pet do petnaest godina.",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko preti izvršenjem krivičnog dela iz stava 1. ovog člana, kazniće se zatvorom od šest meseci do pet godina. ",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ako je pri izvršenju dela iz stava 1. ovog člana nastupila smrt jednog ili više lica ili su prouzrokovana velika razaranj a, učinilac će se kazniti zatvorom najmanje deset godina. ",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ako j e pri izvršenju dela iz stava 1. ovog člana učinilac sa umišljajem lišio života jedno ili više lica, kazniće se zatvorom najmanje dvanaest godina ili doživotnim zatvorom. ",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko nabavlja ili osposobljava sredstva za izvršenje krivičnog dela iz stava 1. ov og člana ili otklanja prepreke za njegovo izvršenje ili sa drugim dogovara, planira ili organizuje njegovo izvršenje ili preduzme drugu radnju kojom se stvaraju uslovi za njegovo neposredno izvršenje, kazniće se zatvorom od jedne do pet godina. ",Član 391  ,Krivični zakonik
"Krivični zakonik | Terorizam | Ko rad i izvršenja dela iz stava 1. ovog člana upućuje ili prebacuje na teritoriju Srbije lica ili oružje, eksploziv, otrove, opremu, municiju ili drugi materijal, kazniće se zatvorom od dve do deset godina. ",Član 391  ,Krivični zakonik
"Krivični zakonik | Javno podsticanje na izvršenje terorističkih dela | Ko javno iznosi ili pronosi ideje kojima se neposredno ili posredno podstiče na vršenje krivičnog dela iz člana 391. ovog zakonika, kazniće se zatvorom od jedne do deset godina. ",Član 391a  ,Krivični zakonik
"Krivični zakonik | Vrbovanje i obučavanje za vršenje terorističkih dela | (1) Ko u nameri izvršenja krivičnog dela iz člana 391. ovog zakonika, vrbuje drugo lice da izvrši ili učestvuje u izvršenju tog dela ili da se pridruži terorističkom udruženju radi učestvovanja u izvršenju tog krivičnog dela, kazniće se zatvorom od jedne do de set godina. (2) Kaznom iz stava 1. ovog člana kazniće se i ko u nameri izvršenja krivičnog dela iz člana 391. ovog zakonika, daje uputstva o izradi i korišćenju eksplozivnih naprava, vatrenog ili drugog oružja ili štetnih ili opasnih materija ili obučava drugog za izv ršenje ili učestvovanje u izvršenju tog krivičnog dela. (3) Ko u nameri izvršenja krivičnog dela iz člana 391. ovog zakonika otputuje u inostranstvo radi pripreme, obučavanja, planiranja ili učestvovanja u izvršenju tog dela, kazniće se zatvorom od šest meseci do pet godina. ",Član 391b  ,Krivični zakonik
"Krivični zakonik | Upotreba smrtonosne naprave | (1) Ko u nameri da drugog liši života, nanese tešku telesnu povredu ili uništi ili znatno ošteti državni ili javni objekat, s istem javnog saobraćaja ili drugi objekat koji ima veći značaj za bez bednost ili snabdevanje građana ili za privredu ili za funkcionisanje javnih službi napravi, prenese, drži, da drugom, postavi ili aktivira smrtonosnu napravu (eksploziv, hemijska sredstva, biološka sredstva ili otrove ili radioaktivna sredstva) na javnom mestu ili u objektu ili pored tog objekta, kazniće se zatvorom od jedne do osam godina. (2) Ako je prilikom izvršenja dela iz stava 1. ovog člana, učinilac sa umišljajem naneo nekom licu tešku telesnu povredu ili je uništio ili znatno oštetio javni objeka t, kazniće se zatvorom od pet do petnaest godina. (3) Ako je pri izvršenju dela iz stava 1. ovog člana učinilac sa umišljajem lišio života jedno ili više lica, kazniće se zatvorom najmanje deset godina ili doživotnim zatvorom. ",Član 391v  ,Krivični zakonik
"Krivični zakonik | Uništenje i oštećenje nukl earnog objekta | (1) Ko u nameri da drugog liši života, nanese tešku telesnu povredu, ugrozi životnu sredinu ili nanese znatnu imovinsku štetu , uništi ili ošteti nuklearni objekat na način kojim se oslobađa ili postoji mogućnost da se oslobodi ra dioaktivni materijal, kazniće se zatvorom od dve do deset godina. (2) Ako je prilikom izvršenja dela iz stava 1. ovog člana, učinilac sa umišljajem naneo nekom licu tešku telesnu povredu ili je uništio ili znatno oštetio nuklearni objekat, kazniće se zatv orom od pet do petnaest godina. (3) Ako je pri izvršenju dela iz stava 1. ovog člana učinilac sa umišljajem lišio života jedno ili više lica, kazniće se zatvorom najmanje deset godina ili doživotnim zatvorom. ",Član 391g  ,Krivični zakonik
